City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,la junta,37.985,-103.5438,94.17,25,0,3.44,US,1723414926
289,walvis bay,-22.9575,14.5053,57.87,78,2,14.05,NA,1723414927
290,changji,44.0167,87.3167,72.39,73,0,4.47,CN,1723414929
291,port isabel,26.0734,-97.2086,91.02,71,0,16.11,US,1723414930
292,chegdomyn,51.1167,133.0167,60.84,98,100,4.72,RU,1723414931
293,anacortes,48.5126,-122.6127,68.32,82,100,6.91,US,1723414932
294,rakops,-21.0167,24.3333,65.64,15,0,0.58,BW,1723414933
295,ketchikan,55.3422,-131.6461,70.27,56,0,12.66,US,1723414934
296,guardo,42.7897,-4.8482,72.93,36,30,5.95,ES,1723414935
297,alotau,-10.3069,150.4462,78.22,88,97,4.18,PG,1723414937
298,honavar,14.2833,74.45,77.58,91,65,1.88,IN,1723414938
299,chemille-melay,47.2148,-0.7249,78.87,54,1,10.92,FR,1723414939
300,san patricio,28.017,-97.5169,94.3,48,4,15.61,US,1723414940
301,nar'yan-mar,67.6713,53.087,57.81,71,98,7.7,RU,1723414941
302,xining,36.6167,101.7667,51.12,77,1,3.83,CN,1723414942
303,cordoba,-31.4135,-64.1811,63.45,25,0,4.0,AR,1723414812
304,san luis de la loma,17.2706,-100.8939,86.5,72,75,8.39,MX,1723414945
305,egilsstadir,65.2653,-14.3948,48.11,87,75,5.75,IS,1723414946
306,sidhi,24.4167,81.8833,77.81,92,100,4.47,IN,1723414947
307,novosineglazovskiy,55.0401,61.3792,51.24,93,100,6.11,RU,1723414948
308,susuman,62.7833,148.1667,59.5,81,98,10.78,RU,1723414949
309,dosso,13.049,3.1937,81.3,73,99,7.14,NE,1723414950
310,nice,44.0,7.25,66.69,42,1,6.62,FR,1723414951
311,bonthe,7.5264,-12.505,76.66,87,100,8.57,SL,1723414952
312,coquimbo,-29.9533,-71.3436,56.93,88,0,6.91,CL,1723414954
313,uige,-7.6087,15.0613,67.89,66,34,2.66,AO,1723414955
314,civril,38.3014,29.7386,70.34,48,0,11.43,TR,1723414956
315,wabag,-5.4781,143.7021,58.26,97,97,0.74,PG,1723414957
316,wynyard,-41.0,145.7167,47.16,91,17,5.5,AU,1723414958
317,mount pearl,47.5166,-52.7813,66.33,88,75,6.91,CA,1723414959
318,rabo de peixe,37.8,-25.5833,71.11,68,20,16.11,PT,1723414960
319,bulgan,48.8125,103.5347,61.23,78,90,1.79,MN,1723414961
320,mineiros,-17.5694,-52.5511,67.06,18,23,7.07,BR,1723414962
321,balabac,7.9868,117.0645,80.76,84,93,6.69,PH,1723414964
322,cururupu,-1.8283,-44.8683,76.32,80,37,2.75,BR,1723414965
323,sodankyla,67.4167,26.6,51.69,91,66,4.97,FI,1723414966
324,sandnessjoen,66.0217,12.6316,59.41,88,75,4.61,NO,1723414967
325,plouzane,48.3833,-4.6167,77.18,73,0,11.5,FR,1723414968
326,kolonia town,6.964,158.206,89.6,70,20,4.61,FM,1723414969
327,los llanos de aridane,28.6585,-17.9182,71.35,93,20,17.27,ES,1723414970
328,khalkhal,37.6189,48.5258,57.09,89,45,8.05,IR,1723414971
329,tete,-16.1564,33.5867,64.49,42,0,0.0,MZ,1723414973
330,pionerskiy,54.9508,20.2275,66.04,72,0,23.51,RU,1723414974
331,genhe,50.7833,121.5167,56.57,95,0,2.68,CN,1723414975
332,lata,40.1629,-8.3327,59.79,98,1,2.71,PT,1723414977
333,betio village,1.358,172.9211,83.79,72,11,10.29,KI,1723414978
334,brookings,44.3114,-96.7984,71.19,68,100,14.97,US,1723414979
335,argo,37.6333,22.7333,80.94,41,0,5.12,GR,1723414980
336,punta arenas,-53.15,-70.9167,39.31,93,0,5.75,CL,1723414983
337,bubaque,11.2833,-15.8333,77.54,86,100,7.76,GW,1723414984
338,nantucket,41.2835,-70.0995,71.71,83,75,5.75,US,1723414893
339,fort st. john,56.2499,-120.8529,85.89,26,20,8.05,CA,1723414986
340,new norfolk,-42.7826,147.0587,42.19,88,59,3.18,AU,1723414987
341,hinna,10.3043,11.4991,77.9,83,99,5.35,NG,1723414988
342,fort stockton,30.894,-102.8793,101.16,19,0,9.22,US,1723414989
343,sarria,42.7815,-7.4143,61.75,83,0,3.15,ES,1723414991
344,aykhal,66.0,111.5,49.69,71,100,2.84,RU,1723414992
345,bayramaly,37.6185,62.1671,83.39,22,0,7.63,TM,1723414993
346,santo antonio do ica,-3.1022,-67.9397,82.35,58,73,1.72,BR,1723414994
347,dzuunharaa,48.8523,106.4579,61.77,68,0,4.45,MN,1723414995
348,vilhena,-12.7406,-60.1458,82.62,34,0,8.05,BR,1723414996
349,fort bragg,35.139,-79.006,85.73,66,100,5.75,US,1723414997
350,oyama,36.3,139.8,84.29,60,69,6.89,JP,1723414998
351,coeur d'alene,47.6777,-116.7805,85.23,35,0,6.91,US,1723414825
352,corn island,12.1694,-83.0418,83.95,72,16,7.49,NI,1723415001
353,mabaruma,8.2,-59.7833,79.21,81,71,3.29,GY,1723415002
354,touros,-5.1989,-35.4608,79.38,65,70,13.49,BR,1723415003
355,blythe,33.6103,-114.5964,104.45,24,0,13.8,US,1723415004
356,hovd,48.0056,91.6419,67.75,40,100,4.88,MN,1723415005
357,la crosse,43.8014,-91.2396,78.73,44,0,5.75,US,1723414816
358,kokopo,-4.352,152.2633,79.18,78,65,5.95,PG,1723415007
359,keflavik,64.0049,-22.5624,52.23,87,75,8.05,IS,1723415009
360,jawf al maqbabah,13.8378,45.8349,81.0,60,92,2.17,YE,1723415010
361,labrador city,52.9463,-66.9114,71.51,66,75,18.99,CA,1723415011
362,ascoli piceno,42.8548,13.5749,78.03,59,24,5.61,IT,1723415012
363,eyl,7.9803,49.8164,76.1,76,16,21.25,SO,1723415013
364,gadzhiyevo,69.2551,33.3362,53.74,77,20,7.11,RU,1723415014
365,bagrationovsk,54.3871,20.6437,59.11,79,1,11.27,RU,1723415015
366,carnarvon,-24.8667,113.6333,66.97,82,100,12.68,AU,1723415017
367,anshun,26.25,105.9333,64.31,88,89,3.58,CN,1723415018
368,grand falls-windsor,48.9332,-55.6649,78.51,63,9,8.16,CA,1723415019
369,itigi,-5.7,34.4833,65.86,56,30,10.71,TZ,1723415020
370,gorontalo,0.5412,123.0595,72.75,93,38,1.61,ID,1723415021
371,tazovsky,67.4667,78.7,50.81,96,100,11.36,RU,1723415022
372,cambria,35.5641,-121.0808,71.98,56,25,10.07,US,1723415023
373,aasiaat,68.7098,-52.8699,37.8,96,79,6.6,GL,1723415024
374,musanze,-1.4998,29.635,63.7,60,87,1.12,RW,1723415026
375,harstad,68.799,16.5293,56.62,98,100,18.01,NO,1723415027
376,calvinia,-31.4707,19.776,40.06,96,80,2.28,ZA,1723415028
377,tanumah,27.1,44.1333,90.59,17,13,9.91,SA,1723415029
378,uzlovaya,53.9818,38.1712,54.03,92,35,11.72,RU,1723415030
379,margate,51.3813,1.3862,66.69,83,0,15.26,GB,1723415031
380,taneytown,39.6579,-77.1744,80.78,56,50,3.96,US,1723415032
381,sangmelima,2.9333,11.9833,68.56,99,72,3.09,CM,1723415033
382,laminusa,5.5549,120.9136,82.99,75,5,6.96,PH,1723415035
383,kargopol',61.5071,38.9456,52.29,99,100,3.22,RU,1723414873
384,impfondo,1.6381,18.0667,76.28,76,72,2.26,CG,1723415037
385,itoman,26.1247,127.6694,86.02,84,20,5.75,JP,1723415038
386,tolanaro,-25.0319,46.9987,69.87,83,0,16.11,MG,1723415039
387,antonio enes,-16.2325,39.9086,71.96,87,0,5.79,MZ,1723415040
388,artigas,-30.4,-56.4667,48.34,71,2,9.13,UY,1723415041
389,tshabong,-26.05,22.45,52.95,23,19,9.75,BW,1723415042
390,newman,37.3138,-121.0208,105.48,10,59,4.38,US,1723415043
391,damara,4.9608,18.7035,72.45,87,96,1.88,CF,1723415045
392,lagos,6.5833,3.75,75.74,88,97,5.75,NG,1723414816
393,mezhdurechenskiy,59.6,65.9333,51.82,71,100,4.52,RU,1723415047
394,mukalla,14.5425,49.1242,84.43,65,8,10.4,YE,1723415049
395,abaza,52.655,90.0928,56.68,94,99,2.17,RU,1723415051
396,popondetta,-8.7537,148.2534,76.96,83,45,1.19,PG,1723415052
397,kuluncak,38.8828,37.6728,59.47,71,0,8.72,TR,1723415053
398,port saint john's,-31.6229,29.5448,63.55,84,86,10.96,ZA,1723415054
399,palikir - national government center,6.9248,158.1611,88.54,70,20,4.61,FM,1723415055
400,bamboo flat,11.7,92.7167,78.89,94,40,2.3,IN,1723415057
401,gwadar,25.1216,62.3254,81.21,80,81,6.64,PK,1723415059
402,sortavala,61.7053,30.6918,55.96,83,48,3.13,RU,1723415061
403,al kharijah,25.4514,30.5464,93.22,23,54,12.3,EG,1723415062
404,porto novo,6.4965,2.6036,76.23,88,75,7.58,BJ,1723415063
405,vernon,50.2581,-119.2691,93.92,19,18,5.75,CA,1723415064
406,kapoeta,4.7717,33.5903,80.82,53,83,3.29,SS,1723415065
407,bandeirantes,-23.11,-50.3675,57.22,48,100,3.42,BR,1723415067
408,zagora,30.3484,-5.8365,95.43,16,2,12.46,MA,1723415068
409,bucak,37.4592,30.595,71.38,33,0,8.34,TR,1723415069
410,qujing,25.4833,103.7833,59.88,87,99,2.59,CN,1723415070
411,opuwo,-18.0607,13.84,66.67,15,0,5.95,NA,1723415071
412,north battleford,52.7834,-108.2847,80.69,28,0,11.5,CA,1723415072
413,puerto baquerizo moreno,-0.9,-89.6,76.19,65,40,13.8,EC,1723415073
414,manokwari,-0.8667,134.0833,79.12,72,77,4.76,ID,1723415074
415,nouadhibou,20.931,-17.0347,71.58,83,58,13.8,MR,1723415076
416,banjarmasin,-3.3244,114.591,72.36,94,59,0.94,ID,1723415077
417,howard springs,-12.497,131.047,67.87,97,7,5.39,AU,1723415078
418,alofi,-19.0595,-169.9187,75.09,60,40,10.36,NU,1723415079
419,milove,49.3787,40.1302,63.7,54,38,8.84,UA,1723415080
420,tindouf,27.6711,-8.1474,102.65,12,0,4.61,DZ,1723415081
421,columbia,34.0007,-81.0348,87.57,75,0,4.61,US,1723415082
422,vilyuchinsk,52.9306,158.4028,58.8,84,100,3.4,RU,1723415083
423,khilok,51.3674,110.4676,59.25,69,50,3.33,RU,1723415084
424,oamaru,-45.0784,170.9801,44.38,89,13,1.01,NZ,1723415086
425,motueka,-41.1333,173.0167,52.5,75,88,1.92,NZ,1723415088
426,shubarkuduk,49.1447,56.4872,71.62,43,17,7.45,KZ,1723415089
427,la ronge,55.1001,-105.2842,79.05,34,75,5.75,CA,1723415090
428,sambava,-14.2667,50.1667,70.68,88,77,9.1,MG,1723415091
429,goderich,43.7501,-81.7165,70.12,56,21,8.05,CA,1723415092
430,soio,-6.1349,12.3689,70.88,92,2,8.01,AO,1723415094
431,tromso,69.6496,18.957,60.82,82,20,2.3,NO,1723414949
432,flying fish cove,-10.4217,105.6791,74.88,73,40,12.66,CX,1723415096
433,isla vista,34.4133,-119.861,89.78,46,4,4.65,US,1723415097
434,zavidovo,56.5333,36.5333,52.75,98,78,6.87,RU,1723415098
435,isangel,-19.55,169.2667,75.31,73,75,12.66,VU,1723414967
436,altayskoye,51.9533,85.3325,57.63,89,100,2.68,RU,1723415101
437,cascais,38.6979,-9.4215,70.05,91,0,3.0,PT,1723415102
438,saeby,57.3319,10.5225,58.05,77,34,18.43,DK,1723415103
439,anori,-3.7728,-61.6442,88.54,43,53,1.7,BR,1723415104
440,puerto carreno,6.189,-67.4859,85.98,66,40,0.0,CO,1723415105
441,anqing,30.5092,117.0506,80.33,87,97,3.09,CN,1723415106
442,kalmunai,7.4167,81.8167,78.69,88,87,11.36,LK,1723415107
443,antratsyt,48.115,39.0913,66.16,50,61,6.69,UA,1723415108
444,nagqu,31.5,92.0,32.02,62,15,3.51,CN,1723415110
445,fukuecho,32.6881,128.8419,81.66,79,1,14.72,JP,1723415111
446,qamdo,31.1667,97.2333,38.05,60,15,1.88,CN,1723415112
447,the bottom,17.6259,-63.2492,80.69,79,0,16.28,BQ,1723415113
448,cabo san lucas,22.8909,-109.9124,88.11,66,20,11.5,MX,1723415114
449,gubkinskiy,64.434,76.5026,52.39,93,100,1.25,RU,1723415115
450,port-vila,-17.7338,168.3219,74.8,78,100,16.11,VU,1723415116
451,mandimba,-14.3548,35.6515,66.07,44,1,2.46,MZ,1723415117
452,moree,-29.4667,149.85,57.38,74,78,6.2,AU,1723415119
453,fomboni,-12.28,43.7425,76.62,72,20,0.38,KM,1723415120
454,manggar,-2.8833,108.2667,80.15,73,91,12.8,ID,1723415121
455,ladario,-19.0047,-57.6017,65.82,36,90,3.83,BR,1723415122
456,kuvshinovo,57.0295,34.1725,52.3,99,82,8.1,RU,1723415124
457,burang,30.25,81.1667,49.95,84,100,4.63,CN,1723415125
458,skeldon,5.8833,-57.1333,79.2,81,68,4.03,GY,1723415127
459,port douglas,-16.4833,145.4667,69.69,85,99,4.41,AU,1723415128
460,dryden,49.7833,-92.7503,77.29,50,20,3.44,CA,1723415129
461,mbanza kongo,-6.267,14.2401,70.9,74,2,5.48,AO,1723415130
462,rampura,30.25,75.2333,80.73,87,68,5.44,IN,1723415131
463,san rafael del sur,11.8485,-86.4384,87.55,63,38,10.0,NI,1723415132
464,novodvinsk,64.4165,40.8122,54.61,96,99,6.62,RU,1723415133
465,nadi,-17.8,177.4167,80.6,50,40,14.97,FJ,1723415134
466,yuriria,20.2,-101.15,77.59,57,100,2.08,MX,1723415136
467,luganville,-15.5333,167.1667,78.04,75,100,14.63,VU,1723415133
468,ovalle,-30.5983,-71.2003,71.55,42,0,3.18,CL,1723415138
469,hassi messaoud,31.6804,6.0729,93.06,21,0,3.44,DZ,1723415139
470,matinha,-3.1006,-45.0336,82.9,64,39,9.24,BR,1723415140
471,briare,47.6334,2.7438,73.92,84,11,7.65,FR,1723415141
472,hounde,11.5,-3.5167,76.26,88,100,4.18,BF,1723415142
473,macusani,-14.0833,-70.4333,44.02,54,86,9.98,PE,1723415143
474,rubtsovsk,51.5,81.25,53.49,76,100,3.58,RU,1723415145
475,mahibadhoo,3.7833,72.9667,79.3,85,100,18.54,MV,1723415146
476,hammerfest,70.6634,23.6821,66.65,55,73,3.44,NO,1723415147
477,pisco,-13.7,-76.2167,62.65,77,40,5.75,PE,1723415148
478,olinda,-8.0089,-34.8553,80.33,74,40,5.75,BR,1723415149
479,oranjemund,-28.55,16.4333,54.91,96,55,6.51,NA,1723415150
480,al qusayr,34.5091,36.5798,76.33,71,0,5.59,SY,1723415151
481,poli,-3.3333,36.8,56.53,90,47,3.24,TZ,1723415152
482,terbanggi besar,-4.8667,105.2333,73.49,87,71,5.55,ID,1723415154
483,babayevo,59.3936,35.9371,50.52,96,24,3.96,RU,1723415155
484,pindi gheb,33.2402,72.2661,81.39,76,100,5.03,PK,1723415156
485,gilgit,35.9221,74.3087,77.13,59,3,6.02,PK,1723415157
486,monroe,43.1501,-77.6831,65.48,87,100,6.91,US,1723415158
487,hun,29.1268,15.9477,84.42,46,0,10.51,LY,1723415159
488,pagar alam,-4.0167,103.2667,66.61,95,85,1.19,ID,1723415160
489,al-hamdaniya,36.2715,43.3737,93.07,15,0,4.09,IQ,1723415161
490,mont-dore,-22.2833,166.5833,73.99,99,98,11.56,NC,1723415163
491,nema,57.5067,50.5011,54.73,91,66,5.19,RU,1723415165
492,birobidzhan,48.8,132.95,67.69,99,100,5.03,RU,1723414918
493,kokstad,-30.5472,29.4241,46.38,90,12,2.1,ZA,1723415167
494,shalqar,47.8333,59.6,73.98,34,47,7.94,KZ,1723415168
495,devanhalli,13.2325,77.6992,73.63,88,40,4.61,IN,1723415169
496,kapit,2.0167,112.9333,72.72,99,99,0.98,MY,1723415173
497,beytussebap,37.5694,43.1681,64.15,34,0,4.12,TR,1723415174
498,oguzeli,36.9657,37.5134,84.18,32,0,20.71,TR,1723415178
499,la sarre,48.8002,-79.1996,57.87,77,100,9.8,CA,1723415179
500,bikenibeu village,1.3673,173.1241,83.64,73,11,10.45,KI,1723415180
501,pont rouge,48.8833,-72.0825,65.91,72,61,4.74,CA,1723415181
502,sodra sandby,56.5667,16.6167,60.89,78,0,12.37,SE,1723415182
503,san antonio de pale,-1.4014,5.6325,73.63,86,98,8.9,GQ,1723415183
504,kargasok,59.0556,80.8572,52.5,85,97,6.85,RU,1723415184
505,bandarbeyla,9.4942,50.8122,75.72,86,6,27.69,SO,1723415187
506,rikaze,29.25,88.8833,57.31,63,100,2.3,CN,1723415188
507,sao jose da coroa grande,-8.8978,-35.1478,75.96,83,9,8.41,BR,1723415189
508,boguchany,58.3814,97.4531,54.66,95,70,5.99,RU,1723415190
509,san agustin de valle fertil,-30.6335,-67.4682,56.21,24,0,5.39,AR,1723415191
510,sola,-13.8833,167.55,78.57,78,100,23.26,VU,1723415193
511,bodaybo,57.8506,114.1933,66.9,79,38,1.95,RU,1723415195
512,acapulco de juarez,16.8634,-99.8901,87.62,74,75,12.66,MX,1723415076
513,el charco,2.4769,-78.1105,79.03,85,100,6.96,CO,1723415197
514,cooper's town,26.8667,-77.5167,84.81,71,0,4.21,BS,1723415198
515,rio grande,-32.035,-52.0986,52.47,70,62,15.97,BR,1723415199
516,peterhead,57.5058,-1.7981,55.98,85,100,14.36,GB,1723415200
517,natal,-5.795,-35.2094,77.22,83,40,8.05,BR,1723415049
518,saint clairsville,40.0806,-80.9001,77.32,42,100,10.27,US,1723415202
519,villa regina,-39.1,-67.0667,52.99,22,1,1.99,AR,1723415204
520,aldinga beach,-35.2793,138.4604,56.86,70,0,10.22,AU,1723415205
521,hami,42.8,93.45,85.91,26,100,9.26,CN,1723415206
522,radyvyliv,50.1299,25.2558,58.51,84,35,7.45,UA,1723415207
523,asahi,35.7167,140.65,85.26,73,80,10.87,JP,1723415208
524,jaithari,23.2333,78.6167,73.72,98,100,5.41,IN,1723415209
525,mount isa,-20.7333,139.5,62.37,63,0,4.61,AU,1723415156
526,santa rosa,14.3122,121.1114,81.95,91,65,7.49,PH,1723415211
527,maqat,47.65,53.3167,80.19,51,36,8.19,KZ,1723415213
528,murzuq,25.9155,13.9184,88.92,24,96,12.39,LY,1723415214
529,candido mota,-22.7464,-50.3869,57.43,51,81,3.78,BR,1723415215
530,ar rutbah,33.0381,40.2848,87.37,23,0,5.5,IQ,1723415216
531,forster,-32.1667,152.5167,52.38,100,100,3.15,AU,1723415217
532,tyup,42.7276,78.3648,55.72,80,78,4.81,KG,1723415218
533,yorkton,51.2167,-102.4677,75.04,33,0,2.3,CA,1723415219
534,san fernando,15.0286,120.6898,77.59,90,47,2.21,PH,1723415221
535,kisangani,0.5167,25.2,71.46,95,69,2.57,CD,1723415222
536,tralee,52.2704,-9.7026,63.03,96,100,7.2,IE,1723415068
537,huarmey,-10.0681,-78.1522,65.98,73,72,11.5,PE,1723415224
538,karratha,-20.7377,116.8463,68.49,56,1,4.18,AU,1723415225
539,la paz,-16.5,-68.15,58.98,19,42,9.22,BO,1723415213
540,ceeldheer,3.8488,47.1806,75.07,86,40,16.02,SO,1723415228
541,castillos,-34.1667,-53.8333,47.05,65,9,15.08,UY,1723415230
542,fort mcmurray,56.7268,-111.381,89.19,23,0,11.5,CA,1723415231
543,coahuayana de hidalgo,18.7,-103.6583,83.28,79,100,3.78,MX,1723415153
544,lubao,14.9167,120.55,78.73,86,52,3.65,PH,1723415233
545,jianshui,23.6363,102.8264,65.73,95,100,3.0,CN,1723415234
546,al bawiti,28.3492,28.8659,84.45,39,10,9.13,EG,1723415235
547,cannonvale,-20.2833,148.7,63.36,93,100,13.31,AU,1723415236
548,divo,5.8397,-5.36,72.19,96,97,4.94,CI,1723415237
549,tarawa,1.419,172.984,83.82,72,11,10.38,KI,1723415239
550,waddan,29.1614,16.139,83.62,49,0,16.15,LY,1723415240
551,kutum,14.2,24.6667,73.83,76,100,7.38,SD,1723415241
552,gebeit,21.0667,36.3167,87.89,32,7,5.79,SD,1723415242
553,mogadishu,2.0371,45.3438,76.06,86,51,17.38,SO,1723415243
554,macheng,31.1783,115.0319,78.94,70,27,2.08,CN,1723415244
555,korpilahti,62.0167,25.55,51.42,98,56,5.73,FI,1723415245
556,jingdezhen,29.2947,117.2079,76.6,96,16,2.46,CN,1723415247
557,roma,43.2128,-75.4557,61.11,94,100,8.05,US,1723415161
558,chauk,20.8833,94.8167,80.65,82,100,4.76,MM,1723415249
559,tianshui,34.5439,105.6897,64.54,58,1,0.58,CN,1723415250
560,krasnyy chikoy,50.3643,108.7512,59.4,84,81,2.26,RU,1723415251
561,canonsburg,40.2626,-80.1873,75.56,49,40,12.66,US,1723415252
562,plastun,44.7561,136.2939,61.34,89,82,2.46,RU,1723415254
563,makumbako,-8.85,34.8333,53.78,78,7,9.15,TZ,1723415256
564,auki,-8.7676,160.7034,74.88,92,100,6.82,SB,1723415257
565,sardulgarh,29.7,75.25,81.9,83,74,7.05,IN,1723415258
566,borogontsy,62.6683,131.1683,65.17,68,94,4.07,RU,1723415260
567,taghazout,30.5426,-9.7112,81.63,53,77,2.86,MA,1723415261
568,yuzhno-kurilsk,44.0306,145.8556,63.57,99,100,5.39,RU,1723415262
569,happy valley-goose bay,53.3168,-60.3315,80.91,34,20,8.05,CA,1723415111
570,remire-montjoly,4.9167,-52.2667,82.44,78,0,5.75,GF,1723415264
571,siwa oasis,29.2041,25.5195,86.29,42,2,13.42,EG,1723415266
572,san remo,43.8182,7.7612,87.31,54,11,1.99,IT,1723415267
573,al muwayh,22.4333,41.7583,88.45,16,31,6.76,SA,1723415268
574,carbonear,47.7332,-53.2148,64.24,93,66,2.73,CA,1723415269
575,mariehamn,60.0973,19.9348,60.66,59,0,11.5,AX,1723415270
576,wukari,7.85,9.7833,74.5,93,100,5.1,NG,1723415271
577,tuy hoa,13.0833,109.3,78.94,84,83,5.57,VN,1723415273
578,brush,40.2589,-103.6238,90.63,31,0,12.66,US,1723415274
